날짜,open,high,low,close,volume,등락률,SMA_20,SMA_60,SMA_120,EMA_20,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ISA_9,ISB_26,ITS_9,IKS_26,ICS_26
2022-06-20,4935,4935,4440,4530,382151,-7.267144319344933,,,,,,,,,,,,,,,,,,5120.0
2022-06-21,4510,4595,4360,4560,193244,0.6622516556291391,,,,,,,,,,,,,,,,,,5320.0
2022-06-22,4560,4580,4140,4195,218375,-8.00438596491228,,,,,,,,,,,,,,,,,,5270.0
2022-06-23,4165,4210,3900,3950,305518,-5.8402860548271756,,,,,,,,,,,,,,,,,,5320.0
2022-06-24,3880,4165,3880,4125,206087,4.430379746835443,,,,,,,,,,,,,,,,,,5240.0
2022-06-27,4195,4315,4135,4290,168699,4.0,,,,,,,,,,,,,,,,,,5140.0
2022-06-28,4285,4560,4000,4260,183622,-0.6993006993006993,,,,,,,,,,,,,,,,,,5150.0
2022-06-29,4550,5420,4550,5080,6348168,19.248826291079812,,,,,,,,,,,,,,,,,,5110.0
2022-06-30,5240,5250,4900,4945,962383,-2.65748031496063,,,,,,,,,,,,,,,,4650.0,,5100.0
2022-07-01,4945,4945,4540,4555,604064,-7.886754297269969,,,,,,,,,,,,,,,,4650.0,,5110.0
2022-07-04,4650,5220,4480,4810,3058303,5.598243688254665,,,,,,,,,,,,,,,,4650.0,,4945.0
2022-07-05,4825,4950,4655,4930,475121,2.494802494802495,,,,,,,,,,,,,,,,4650.0,,4875.0
2022-07-06,4995,5440,4930,5010,2616988,1.6227180527383367,,,,,,,,,,,,,,,,4660.0,,4985.0
2022-07-07,5120,5220,5030,5130,587013,2.3952095808383236,,,,,,,,,,,,,,,,4720.0,,5010.0
2022-07-08,5240,5240,4970,5040,367921,-1.7543859649122806,,,,,,,,,,61.13336064845881,,,,,,4720.0,,5000.0
2022-07-11,5040,5090,4915,4930,207907,-2.1825396825396823,,,,,,,,,,57.46278216134734,,,,,,4960.0,,4970.0
2022-07-12,4850,4900,4650,4650,282268,-5.679513184584178,,,,,,,,,,49.34159598469832,,,,,,4960.0,,5040.0
2022-07-13,4650,4725,4550,4645,127083,-0.10752688172043011,,,,,,,,,,49.207855186843936,,,,,,4960.0,,5050.0
2022-07-14,4640,4945,4555,4845,277290,4.3057050592034445,,,,,,,,,,54.51831292903238,,,,,,4960.0,,4950.0
2022-07-15,4895,5110,4750,5060,447601,4.437564499484004,4677.0,,,4677.0,3977.876262740279,4677.0,5376.123737259721,29.896247049806327,0.7739143155839648,59.429020223708484,,,,,,4995.0,,4940.0
2022-07-18,5150,5190,4985,4990,213265,-1.383399209486166,4700.0,,,4706.809523809524,3991.5298171411873,4700.0,5408.470182858813,30.147667355694168,0.7046663409529772,57.26125325108184,,,,,,4995.0,,5000.0
2022-07-19,4915,4995,4885,4965,128823,-0.501002004008016,4720.25,,,4731.399092970521,4005.8168330767394,4720.25,5434.683166923261,30.270988482527855,0.671289640047107,56.469023847307625,,,,,,4895.0,,5010.0
2022-07-20,5090,5160,4950,4985,212060,0.4028197381671702,4759.75,,,4755.551560306662,4079.298128079583,4759.75,5440.201871920417,28.591916462856958,0.665515012372796,56.98178739106081,,,,,,4895.0,,4990.0
2022-07-21,5040,5110,4995,5060,131048,1.5045135406218655,4815.25,,,4784.546649801266,4234.229561461045,4815.25,5396.270438538955,24.1325139313205,0.7106208179315111,58.93524470046764,,,,,,4870.0,,4820.0
2022-07-22,5020,5250,5020,5080,245456,0.3952569169960474,4863.0,,,4812.685064105907,4365.813918135273,4863.0,5360.186081864727,20.44771054348046,0.7182281523108289,59.463869181133674,,,,,,4900.0,,4960.0
2022-07-25,5100,5140,4990,5010,119239,-1.3779527559055118,4899.0,,,4831.476962762487,4473.9517674428,4899.0,5324.0482325572,17.352448767389273,0.630573416729903,56.7121333165334,183.84138302089832,,,,,4900.0,4660.0,5040.0
2022-07-26,5510,5730,5100,5120,937557,2.19560878243513,4942.0,,,4858.955347261298,4623.607160884546,4942.0,5260.392839115454,12.88518167201352,0.7795288997304592,59.85592904796054,184.67490244218516,,,,,5142.5,4805.0,4935.0
2022-07-27,5170,5480,5120,5320,832751,3.90625,4954.0,,,4902.864361807841,4599.647068588392,4954.0,5308.352931411608,14.305729972208624,1.0164342771795267,64.85383494405288,199.17780338544617,,,,,5240.0,4805.0,4845.0
2022-07-28,5390,5410,5210,5270,268573,-0.9398496240601504,4970.25,,,4937.829660683285,4590.164812180217,4970.25,5350.335187819783,15.294409247815814,0.8943194967941324,62.75049949055875,204.28203855882202,,,,,5307.5,4805.0,4705.0
2022-07-29,5300,5330,5210,5320,168388,0.9487666034155597,5008.5,,,4974.226835856305,4649.904127184934,5008.5,5367.095872815066,14.31949177658246,0.9343329408041536,64.00759543560486,209.9416867595155,,,,,5307.5,4805.0,4720.0
2022-08-01,5270,5330,5220,5240,124759,-1.5037593984962405,5030.0,,,4999.538565774753,4670.027778849535,5030.0,5389.972221150465,14.313010781330615,0.7916891744157974,60.49007399141478,205.60161983117632,,,,,5340.0,4865.0,4540.0
2022-08-02,5210,5230,5050,5140,149069,-1.9083969465648856,5040.5,,,5012.915845224776,4680.556948948866,5040.5,5400.443051051134,14.282037537987652,0.6382163090931083,56.323406437704634,191.88103611431416,,,,,5360.0,4865.0,4590.0
2022-08-03,5120,5240,5050,5150,153489,0.19455252918287938,5047.5,,,5025.971479012893,4684.76731605768,5047.5,5410.23268394232,14.372766079933447,0.6412886190541062,56.645015629286895,179.74233336048474,,,,,5360.0,5105.0,4785.0
2022-08-04,5230,5230,5070,5110,135031,-0.7766990291262136,5046.5,,,5033.97419529738,4684.573211823165,5046.5,5408.426788176835,14.34367534635231,0.5877249240376404,54.90351157413147,164.99272483984532,-26.57788941711999,191.5706142569653,,,5360.0,5105.0,4670.0
2022-08-05,5110,5150,5060,5100,76053,-0.19569471624266144,5049.5,,,5040.262367173819,4686.844516103783,5049.5,5412.155483896217,14.36401560139489,0.5696253086503054,54.45279074998121,150.75878397792076,-32.64946422323567,183.40824820115643,,,5390.0,5105.0,4670.0
2022-08-08,5090,5140,5070,5110,68666,0.19607843137254902,5058.5,,,5046.904046490598,4699.235473501767,5058.5,5417.764526498233,14.204389700434238,0.5716742068886855,54.85193632011966,138.68650798663566,-35.77739217161661,174.46390015825227,,,5265.0,5105.0,4670.0
2022-08-09,5080,5110,4910,4945,255284,-3.2289628180039136,5073.25,,,5037.1988992057795,4761.155863560369,5073.25,5385.344136439631,12.303518905617947,0.2945331471730364,47.461359387492315,114.48530590814516,-47.982875400085675,162.46818130823084,,,5160.0,5140.0,4520.0
