날짜,open,high,low,close,volume,등락률,SMA_20,SMA_60,SMA_120,EMA_20,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ISA_9,ISB_26,ITS_9,IKS_26,ICS_26
2022-06-20,47200,50700,44550,46300,4175530,-3.441084462982273,,,,,,,,,,,,,,,,,,29100.0
2022-06-21,46850,47250,40050,40150,2055477,-13.282937365010799,,,,,,,,,,,,,,,,,,29350.0
2022-06-22,40750,41350,32800,32800,2364348,-18.306351183063512,,,,,,,,,,,,,,,,,,29350.0
2022-06-23,32300,37450,30300,33000,4984581,0.6097560975609756,,,,,,,,,,,,,,,,,,30000.0
2022-06-24,32500,34850,31450,33500,1557123,1.5151515151515151,,,,,,,,,,,,,,,,,,29850.0
2022-06-27,34200,38150,34050,35000,2901176,4.477611940298507,,,,,,,,,,,,,,,,,,30450.0
2022-06-28,35500,35650,33250,34650,687223,-1.0,,,,,,,,,,,,,,,,,,30600.0
2022-06-29,34150,38600,33450,36100,2844205,4.184704184704184,,,,,,,,,,,,,,,,,,30200.0
2022-06-30,36500,37400,35250,35250,961532,-2.3545706371191137,,,,,,,,,,,,,,,,40500.0,,30200.0
2022-07-01,35550,35800,33150,33450,482134,-5.106382978723404,,,,,,,,,,,,,,,,38775.0,,32200.0
2022-07-04,33800,33850,30500,31100,448091,-7.025411061285501,,,,,,,,,,,,,,,,35825.0,,31250.0
2022-07-05,31700,32700,31150,32700,404844,5.144694533762058,,,,,,,,,,,,,,,,34450.0,,30600.0
2022-07-06,32500,33250,31350,32700,539877,0.0,,,,,,,,,,,,,,,,34550.0,,32850.0
2022-07-07,33300,35000,32900,33150,633195,1.3761467889908259,,,,,,,,,,,,,,,,34550.0,,36700.0
2022-07-08,33700,35300,33550,33900,754095,2.262443438914027,,,,,,,,,,32.64733876046201,,,,,,34550.0,,37600.0
2022-07-11,34250,34250,32100,32100,265488,-5.3097345132743365,,,,,,,,,,28.549215364347543,,,,,,34550.0,,36650.0
2022-07-12,31550,31700,30450,30450,229489,-5.14018691588785,,,,,,,,,,25.401517558997924,,,,,,33925.0,,36550.0
2022-07-13,30000,30900,29400,29750,238949,-2.2988505747126435,,,,,,,,,,24.18333113228597,,,,,,32600.0,,36400.0
2022-07-14,29800,30200,28400,28650,249641,-3.697478991596639,,,,,,,,,,22.36798175277491,,,,,,31850.0,,38400.0
2022-07-15,28800,30550,27500,28850,463126,0.6980802792321117,33677.5,,,33677.5,25939.76938954321,33677.5,41415.23061045679,45.95192998563902,0.18805453155243584,23.492509177337215,,,,,,31400.0,,38050.0
2022-07-18,29150,29950,28750,29600,203552,2.5996533795493932,32842.5,,,33289.16666666667,27499.90933628637,32842.5,38185.09066371363,32.534616205913856,0.19654235144545568,27.72074124425139,,,,,,31400.0,,40500.0
2022-07-19,29250,30400,29100,29700,133270,0.33783783783783783,32320.0,,,32947.34126984127,27990.288693226765,32320.0,36649.711306773235,26.79276798745814,0.19743941173382948,28.289802730645917,,,,,,31400.0,,40750.0
2022-07-20,31650,33100,30150,30600,1003410,3.0303030303030303,32210.0,,,32723.784958427816,27823.247214624465,32210.0,36596.75278537553,27.23845256364814,0.31649296429840046,33.37393521880553,,,,,,31400.0,,41050.0
2022-07-21,30700,31300,30000,30450,241981,-0.49019607843137253,32082.5,,,32507.23401000612,27647.043428236502,32082.5,36517.9565717635,27.650317598463324,0.315971594627638,32.95457704038112,,,,,,30875.0,,41100.0
2022-07-22,30600,30900,30300,30400,146610,-0.16420361247947454,31927.5,,,32306.545056672203,27484.362032301942,31927.5,36370.63796769806,27.832670692650897,0.32810572042720276,32.80659728173657,,,,,,30300.0,,40000.0
2022-07-25,30400,30450,29500,29600,128124,-2.631578947368421,31657.5,,,32048.77886079866,27339.482515088665,31657.5,35975.51748491133,27.279586100679673,0.26175409117846044,30.45053802459627,-2137.4669041683155,,,,,30300.0,39100.0,39000.0
2022-07-26,29650,29900,29000,29100,109244,-1.6891891891891893,31380.0,,,31767.942778817836,27154.553278054496,31380.0,35605.446721945504,26.93082678104209,0.23020604091888422,29.046485623896487,-2107.1575097510104,,,,,30300.0,37375.0,39850.0
2022-07-27,29100,29500,28700,29350,70737,0.859106529209622,31042.5,,,31537.662514168518,27332.072127099083,31042.5,34752.92787290092,23.905470712094168,0.27192657316408686,30.765446257456833,-2039.4546222759018,,,,,30300.0,34425.0,37350.0
2022-07-28,30100,30150,29350,29350,109817,0.0,30747.5,,,31329.313703295327,27514.62589171802,30747.5,33980.37410828198,21.028533105338525,0.28386105471600576,30.765446257456833,-1963.169401350664,,,,,30900.0,33050.0,34500.0
2022-07-29,29950,31700,29850,30000,660566,2.2146507666098807,30575.0,,,31202.712398219584,27577.751261573372,30575.0,33572.24873842663,19.60587891039495,0.40407869846967726,35.4788721656424,-1829.1776253966964,,,,,30900.0,33050.0,35450.0
2022-08-01,30250,30300,29400,29850,173476,-0.5,30512.5,,,31073.882646008195,27509.522311105193,30512.5,33515.47768889481,19.68358993130559,0.38969282015481393,34.88858982719809,-1715.318796653315,,,,,30900.0,33050.0,33400.0
2022-08-02,29900,30800,29800,30450,308532,2.0100502512562812,30400.0,,,31014.46525115027,27569.62899958327,30400.0,33230.37100041673,18.620861844846903,0.508832764325355,39.24301537921338,-1558.702121180253,,,,,30200.0,33050.0,33100.0
2022-08-03,30500,30750,30150,30600,145670,0.49261083743842365,30295.0,,,30974.99237008834,27665.0,30295.0,32925.0,17.36260108928866,0.5579847908745247,40.31761001098875,-1406.267949556859,,,,,30200.0,33050.0,33400.0
2022-08-04,30950,31100,30100,30200,154652,-1.3071895424836601,30147.5,,,30901.183572937072,27866.82575758834,30147.5,32428.17424241166,15.130105265190547,0.5115097542261198,38.36875479533101,-1302.7224538455703,481.65947772982804,-1784.3819315753983,,,30200.0,32450.0,32500.0
2022-08-05,30700,30700,30150,30200,157886,0.0,29962.5,,,30834.404185038304,28462.875046886722,29962.5,31462.124953113278,10.010012202675197,0.5791864657583021,38.368754795331014,-1206.7512255379152,462.10456482998666,-1668.8557903679018,,,30200.0,31650.0,34200.0
2022-08-08,30250,32300,30200,32200,576644,6.622516556291391,29967.5,,,30964.460929320372,28439.012185197407,29967.5,31495.987814802593,10.200969815984601,1.230296957024918,51.86189800846169,-958.2637819859046,568.4736067055978,-1526.7373886915025,,,30500.0,31400.0,36500.0
2022-08-09,31900,31950,30900,31250,272701,-2.950310559006211,30007.5,,,30991.655126527956,28391.24661639952,30007.5,31623.75338360048,10.772329474967794,0.8843766121720714,46.6386953818972,-828.4429782686784,558.6355283382593,-1387.0785066069377,,,30825.0,31400.0,32750.0
2022-08-10,31300,31800,30500,30600,197225,-2.08,30050.0,,,30954.354638287197,28418.43633283895,30050.0,31681.56366716105,10.858992793085179,0.6685499656158103,43.41673591970438,-769.1424285954272,494.3488624092083,-1263.4912910046355,,,30850.0,31400.0,32600.0
2022-08-11,31500,35500,31500,32850,2967188,7.352941176470589,30260.0,,,31134.892291783653,28346.4692320216,30260.0,32173.5307679784,12.647262180954385,1.1767594342724566,55.00443551613409,-534.4295486110204,583.2493939148922,-1117.6789425259126,,,32450.0,31500.0,32900.0
2022-08-12,33250,39500,33000,36700,5004566,11.71993911719939,30652.5,,,31664.90254970902,27344.558797378646,30652.5,33960.441202621354,21.58350022100223,1.4140881940718448,67.33235838294769,-37.32481872453354,864.2832990411033,-901.6081177656368,,,34650.0,33500.0,33500.0
2022-08-16,36500,37800,36350,37600,882951,2.452316076294278,31052.5,,,32230.14992592721,26610.149833702886,31052.5,35494.85016629712,28.611868070507143,1.2369410058750065,69.44019636729645,424.36492484720657,1060.778434090275,-636.4135092430682,,,34800.0,33500.0,31350.0
2022-08-17,37000,37250,35650,36650,937160,-2.5265957446808507,31400.0,,,32651.088028219856,26384.823034029607,31400.0,36415.17696597039,31.943802331021615,1.023411241081118,64.69498217401642,705.4681151117074,1073.5052994838206,-368.03718437211313,,,34800.0,33500.0,28200.0
2022-08-18,38950,39850,36100,36550,2077613,-0.2728512960436562,31697.5,,,33022.412977913205,26222.605023838358,31697.5,37172.394976161646,34.54464848118397,0.9431591858043279,64.19767439314685,909.6889266851867,1022.18088884584,-112.49196216065317,,,35000.0,33675.0,28150.0
2022-08-19,36850,37600,35450,36400,832057,-0.4103967168262654,31995.0,,,33344.08793239766,26187.082989573628,31995.0,37802.91701042637,36.30515399547661,0.879223738225955,63.410283667407626,1047.3583496936335,927.8802494834293,119.47810021020416,,,35025.0,33675.0,26050.0
2022-08-22,36500,38400,35600,38400,1583455,5.4945054945054945,32395.0,,,33825.603367407406,26008.45946540696,32395.0,38781.54053459304,39.42917446885656,0.9701293264697526,68.88931724166547,1302.8274606011764,946.6794883127777,356.14797228839865,,,35175.0,33675.0,25600.0
2022-08-23,38400,39000,37500,38050,791415,-0.9114583333333334,32817.5,,,34227.92685622575,26116.21094490023,32817.5,39518.78905509977,40.839729139025025,0.8904099612012706,66.99857123200023,1460.2140579150582,883.2528685013276,576.9611894137306,,,35175.0,34275.0,25600.0
2022-08-24,38150,40950,38100,40500,2745433,6.438896189224705,33387.5,,,34825.26715563282,26131.614457903845,33387.5,40643.385542096155,43.46468314247042,0.990119363014736,72.6560754068665,1762.3236249511174,948.2899484299094,814.033676521208,,,36225.0,34825.0,27050.0
