날짜,open,high,low,close,volume,등락률,SMA_20,SMA_60,SMA_120,EMA_20,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ISA_9,ISB_26,ITS_9,IKS_26,ICS_26
2022-10-06,4500,4500,3600,4340,3281731,,,,,,,,,,,,,,,,,,,4375.0
2022-10-07,4350,4370,4250,4360,559023,0.4608294930875576,,,,,,,,,,,,,,,,,,4365.0
2022-10-11,4300,4305,4215,4220,495771,-3.211009174311927,,,,,,,,,,,,,,,,,,4400.0
2022-10-12,4220,4255,4070,4085,366080,-3.1990521327014214,,,,,,,,,,,,,,,,,,4365.0
2022-10-13,4090,4100,3980,3980,382712,-2.570379436964504,,,,,,,,,,,,,,,,,,4360.0
2022-10-14,4010,4045,3975,4025,405405,1.1306532663316584,,,,,,,,,,,,,,,,,,4360.0
2022-10-17,4020,4215,3990,4150,735549,3.1055900621118013,,,,,,,,,,,,,,,,,,4365.0
2022-10-18,4195,4375,4035,4345,1046062,4.698795180722891,,,,,,,,,,,,,,,,,,4370.0
2022-10-19,4300,4655,4205,4605,1632191,5.983889528193326,,,,,,,,,,,,,,,,4127.5,,4370.0
2022-10-20,4465,4600,4310,4505,612700,-2.1715526601520088,,,,,,,,,,,,,,,,4315.0,,4425.0
2022-10-21,4450,4485,4235,4235,106419,-5.993340732519423,,,,,,,,,,,,,,,,4315.0,,4370.0
2022-10-24,4375,4375,4210,4290,94541,1.2987012987012987,,,,,,,,,,,,,,,,4315.0,,4410.0
2022-10-25,4340,4340,4195,4240,70991,-1.1655011655011656,,,,,,,,,,,,,,,,4315.0,,4480.0
2022-10-26,4200,4320,4150,4295,68701,1.2971698113207548,,,,,,,,,,,,,,,,4315.0,,4540.0
2022-10-27,4205,4495,4205,4350,79424,1.2805587892898718,,,,,,,,,,52.590284688752845,,,,,,4322.5,,4535.0
2022-10-28,4305,4360,4305,4325,39878,-0.5747126436781609,,,,,,,,,,51.22859492944039,,,,,,4345.0,,4600.0
2022-10-31,4325,4370,4305,4330,64119,0.11560693641618498,,,,,,,,,,51.49907628761433,,,,,,4402.5,,4615.0
2022-11-01,4325,4385,4315,4350,58924,0.4618937644341801,,,,,,,,,,52.63072970777458,,,,,,4375.0,,4490.0
2022-11-02,4335,4360,4315,4340,117278,-0.22988505747126436,,,,,,,,,,51.97769667727945,,,,,,4322.5,,4540.0
2022-11-03,4340,4340,4285,4295,30416,-1.0368663594470047,4283.25,,,4283.25,3998.324132448456,4283.25,4568.175867551544,13.304190395215963,0.5206193984789296,49.02953863673133,,,,,,4322.5,,4545.0
