날짜,open,high,low,close,volume,등락률,SMA_20,SMA_60,SMA_120,EMA_20,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ISA_9,ISB_26,ITS_9,IKS_26,ICS_26
2022-06-20,72000,72500,69500,70400,38485,-2.4930747922437675,,,,,,,,,,,,,,,,,,71100.0
2022-06-21,70500,73300,69800,72800,47319,3.4090909090909087,,,,,,,,,,,,,,,,,,71300.0
2022-06-22,73400,73700,70700,70900,53941,-2.60989010989011,,,,,,,,,,,,,,,,,,71500.0
2022-06-23,71000,73300,68800,69500,66094,-1.9746121297602257,,,,,,,,,,,,,,,,,,72600.0
2022-06-24,71000,73400,70100,73400,59401,5.611510791366906,,,,,,,,,,,,,,,,,,71400.0
2022-06-27,72700,74100,71500,72300,69795,-1.4986376021798364,,,,,,,,,,,,,,,,,,71400.0
2022-06-28,72300,72500,70000,71800,55996,-0.6915629322268326,,,,,,,,,,,,,,,,,,71000.0
2022-06-29,70700,70800,69300,69700,38494,-2.9247910863509747,,,,,,,,,,,,,,,,,,71600.0
2022-06-30,69900,69900,65800,67400,113229,-3.2998565279770444,,,,,,,,,,,,,,,,69950.0,,72000.0
2022-07-01,67300,68300,65000,65700,54865,-2.522255192878338,,,,,,,,,,,,,,,,69550.0,,69700.0
2022-07-04,66200,66500,64200,65300,38678,-0.60882800608828,,,,,,,,,,,,,,,,69150.0,,69300.0
2022-07-05,65000,67700,65000,67700,35969,3.6753445635528332,,,,,,,,,,,,,,,,69150.0,,68200.0
2022-07-06,66200,67700,65400,65900,53893,-2.658788774002954,,,,,,,,,,,,,,,,69150.0,,69000.0
2022-07-07,66900,67000,65400,66400,27822,0.7587253414264037,,,,,,,,,,,,,,,,69150.0,,69000.0
2022-07-08,66500,66500,64600,65600,95167,-1.2048192771084338,,,,,,,,,,36.99421559147266,,,,,,68350.0,,71200.0
2022-07-11,65600,66800,64900,65500,59295,-0.1524390243902439,,,,,,,,,,36.71079751666135,,,,,,67500.0,,71700.0
2022-07-12,65200,65200,62000,62200,121422,-5.038167938931298,,,,,,,,,,28.854670974531206,,,,,,65950.0,,72300.0
